####################################################################################################
# Month: 04Apr                                                                                     #
# Station: FLWO                                                                                    #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.16694562
9,2,0.39345138
9,3,0.282345
9,4,0.21751125
9,5,0.11598462
9,6,0.19314312
9,7,0.24125688
9,8,0.42793525
9,9,0.11741188
9,10,0.16698262
9,11,0.70715575
9,12,0.63768425
9,13,0.1667785
9,14,0.26293112
9,15,0.344615
9,16,0.23291413
9,17,0.3768815
9,18,0.20754025
9,19,0.166695
9,20,0.19779762
9,21,0.12971812
9,22,0.16670137
9,23,0.26406738
9,24,0.1781905
9,25,0.4351385
9,26,0.28549912
9,27,0.1425815
9,28,0.11741638
9,29,0.29712625
9,30,0.14129875
