####################################################################################################
# Month: 11Nov                                                                                     #
# Station: BMAC                                                                                    #
# Columns are: year    month   day     RH (percent)                                                #
####################################################################################################
year,month,day,RH
9,11,1,0.664364
9,11,2,0.30431538
9,11,3,0.47044588
9,11,4,0.73749738
9,11,5,0.53497812
9,11,6,0.34318875
9,11,7,0.513599
9,11,8,0.57119775
9,11,9,0.64153762
9,11,10,0.54793737
9,11,11,0.61998288
9,11,12,0.517256
9,11,13,0.56167462
9,11,14,0.43033775
9,11,15,0.42760162
9,11,16,0.66430562
9,11,17,0.64652412
9,11,18,0.86384212
9,11,19,0.76162925
9,11,20,0.71060725
9,11,21,0.8978975
9,11,22,0.84922462
9,11,23,0.73526725
9,11,24,0.68295688
9,11,25,0.61348888
9,11,26,0.49775438
9,11,27,0.29134025
9,11,28,0.15893137
9,11,29,0.34485975
9,11,30,0.5259695
10,11,1,0.49626925
10,11,2,0.30154
10,11,3,0.648175
10,11,4,0.80259725
10,11,5,0.58099112
10,11,6,0.41734925
10,11,7,0.27322388
10,11,8,0.46732525
10,11,9,0.76942725
10,11,10,0.8350485
10,11,11,0.36058975
10,11,12,0.30673625
10,11,13,0.3368035
10,11,14,0.25023588
10,11,15,0.475324
10,11,16,0.70180187
10,11,17,0.4903605
10,11,18,0.645973
10,11,19,0.60909887
10,11,20,0.59441812
10,11,21,0.76143875
10,11,22,0.54442788
10,11,23,0.684668
10,11,24,0.79148388
10,11,25,0.6360275
10,11,26,0.70771788
10,11,27,0.55162112
10,11,28,0.34050325
10,11,29,0.48061575
10,11,30,0.32511388
11,11,1,0.585834
11,11,2,0.45955975
11,11,3,0.24601237
11,11,4,0.439445
11,11,5,0.2996795
11,11,6,0.402632
11,11,7,0.30077475
11,11,8,0.21321262
11,11,9,0.28630638
11,11,10,0.3885445
11,11,11,0.3661545
11,11,12,0.27403688
11,11,13,0.15439162
11,11,14,0.71239012
11,11,15,0.30745125
11,11,16,0.30873487
11,11,17,0.33036338
11,11,18,0.544736
11,11,19,0.36452212
11,11,20,0.5160455
11,11,21,0.72186425
11,11,22,0.76075238
11,11,23,0.6608005
11,11,24,0.939909
11,11,25,0.67427838
11,11,26,0.45735588
11,11,27,0.47059575
11,11,28,0.57799525
11,11,29,0.27394025
11,11,30,0.74545438
12,11,1,0.17478162
12,11,2,0.26211162
12,11,3,0.54720088
12,11,4,0.57415075
12,11,5,0.67085488
12,11,6,0.60345362
12,11,7,0.58990763
12,11,8,0.61830762
12,11,9,0.630039
12,11,10,0.170312
12,11,11,0.4571915
12,11,12,0.7394945
12,11,13,0.67332075
12,11,14,0.47647462
12,11,15,0.443414
12,11,16,0.56222375
12,11,17,0.60858
12,11,18,0.63792075
12,11,19,0.43394775
12,11,20,0.36446075
12,11,21,0.60090675
12,11,22,0.610627
12,11,23,0.50801212
12,11,24,0.73912325
12,11,25,0.30586262
12,11,26,0.2142275
12,11,27,0.324418
12,11,28,0.2939275
12,11,29,0.65924375
12,11,30,0.815132
13,11,1,0.74820475
13,11,2,0.273353
13,11,3,0.20631275
13,11,4,0.24493475
13,11,5,0.28797912
