####################################################################################################
# Month: 09Sep                                                                                     #
# Station: HES                                                                                     #
# Frequency: 230 GHz                                                                               #
# Columns are: year    day     segment         tau     Tb (K)                                      #
####################################################################################################
year,day,segment,tau,Tb
2009,1,0,0.2569618,66.80866
2009,1,1,0.2537755,66.11607
2009,1,2,0.24819,64.82573
2009,1,3,0.2563799,66.45884
2009,1,4,0.2864958,72.63603
2009,1,5,0.336898,82.65183
2009,1,6,0.332175,81.92921
2009,1,7,0.3285759,81.34625
2009,2,0,0.322168,80.10326
2009,2,1,0.3149218,78.70067
2009,2,2,0.3002034,75.81027
2009,2,3,0.2820545,72.15676
2009,2,4,0.269485,69.67771
2009,2,5,0.2703757,69.8842
2009,2,6,0.2625114,68.39271
2009,2,7,0.2573927,67.30637
2009,3,0,0.2632952,68.47443
2009,3,1,0.2648391,68.80092
2009,3,2,0.2622161,68.27113
2009,3,3,0.2528384,66.32027
2009,3,4,0.2698406,69.9265
2009,3,5,0.3084729,77.50359
2009,3,6,0.3371347,82.85419
2009,3,7,0.346807,84.65213
2009,4,0,0.3568121,86.47645
2009,4,1,0.383234,91.4019
2009,4,2,0.3909002,92.7573
2009,4,3,0.3798461,90.64983
2009,4,4,0.3669046,88.35166
2009,4,5,0.3541073,85.93319
2009,4,6,0.3819662,91.04291
2009,4,7,0.3993029,93.99424
2009,5,0,0.3572825,86.11955
2009,5,1,0.3148034,77.88517
2009,5,2,0.2812241,71.30723
2009,5,3,0.2721678,69.61783
2009,5,4,0.2860221,72.47985
2009,5,5,0.2973209,74.69636
2009,5,6,0.2966053,74.39841
2009,5,7,0.2664143,68.32051
2009,6,0,0.2580441,66.76606
2009,6,1,0.2678793,68.84025
2009,6,2,0.3318021,82.08575
2009,6,3,0.2471331,64.42657
2009,6,4,0.2480118,64.68005
2009,6,5,0.250925,65.36219
2009,6,6,0.2561382,66.47133
2009,6,7,0.2457356,64.32931
2009,7,0,0.2336057,61.70176
2009,7,1,0.231443,61.23988
2009,7,2,0.2433661,63.7751
2009,7,3,0.2616803,67.71443
2009,7,4,0.2893855,73.62864
2009,7,5,0.4754858,109.4077
2009,7,6,0.3059237,77.07194
2009,7,7,0.2800938,71.82084
2009,8,0,0.2988615,75.58529
2009,8,1,0.3293438,81.44041
2009,8,2,0.3334627,82.24061
2009,8,3,0.3219267,80.01737
2009,8,4,0.3380052,83.09664
2009,8,5,0.2922534,74.15111
2009,8,6,0.2566013,66.85769
2009,8,7,0.2488202,65.19182
2009,9,0,0.2650216,68.34214
2009,9,1,0.3023992,75.91051
2009,9,2,0.3520059,85.587
2009,9,3,0.4954996,111.7488
2009,9,4,0.4152484,97.37313
2009,9,5,0.4310832,99.85639
