####################################################################################################
# Month: 04Apr                                                                                     #
# Station: BLDR                                                                                    #
# Frequency: 345 GHz                                                                               #
# Columns are: year    day     segment         tau     Tb (K)                                      #
####################################################################################################
year,day,segment,tau,Tb
2009,1,0,0.6914095,131.8485
2009,1,1,0.6115613,121.8051
2009,1,2,0.7240383,136.3307
2009,1,3,0.8795324,154.1954
2009,1,4,1.080374,173.8404
2009,1,5,0.8760235,153.7161
2009,1,6,0.8048863,145.2929
2009,1,7,0.91549,156.3832
2009,2,0,0.9298802,157.7317
2009,2,1,0.6782952,129.4567
2009,2,2,0.5186166,107.8136
2009,2,3,0.4590211,98.4462
2009,2,4,0.4961366,104.2841
2009,2,5,0.618112,122.2234
2009,2,6,0.8319969,149.7514
2009,2,7,0.9097291,159.8329
2009,3,0,0.9258093,161.1033
2009,3,1,0.7958031,146.7359
2009,3,2,0.765138,144.4481
2009,3,3,0.9299305,163.3541
2009,3,4,1.20884,187.9922
2009,3,5,0.8445718,153.2182
2009,3,6,1.17325,184.2
2009,3,7,1.534949,209.4292
2009,4,0,1.292393,194.5575
2009,4,1,1.740335,219.4435
2009,4,2,1.517138,206.5815
2009,4,3,1.205874,186.4863
2009,4,4,1.169577,181.9885
2009,4,5,1.122013,175.8072
2009,4,6,1.048519,168.6656
2009,4,7,0.9081608,155.1883
2009,5,0,0.8188978,145.1503
2009,5,1,0.7579168,137.7898
2009,5,2,0.7301772,134.4777
2009,5,3,0.6691095,127.2083
2009,5,4,0.6216001,121.424
2009,5,5,0.543546,110.3875
2009,5,6,0.6667129,127.0773
2009,5,7,0.728864,135.0267
2009,6,0,0.5480153,111.587
2009,6,1,0.4299945,94.08483
2009,6,2,0.256214,63.49971
2009,6,3,0.2414394,60.74598
2009,6,4,0.1944269,51.42266
2009,6,5,0.1770744,47.81262
2009,6,6,0.2446808,62.15897
2009,6,7,0.319493,77.0539
2009,7,0,0.3550549,83.88115
2009,7,1,0.28373,70.2604
2009,7,2,0.2263268,58.76217
2009,7,3,0.1920726,51.84552
2009,7,4,0.1338966,38.56393
2009,7,5,0.1365602,39.11217
2009,7,6,0.1989404,53.16912
2009,7,7,0.3449294,81.98061
2009,8,0,0.3516692,83.08126
2009,8,1,0.3052119,74.25285
2009,8,2,0.3159449,76.07895
2009,8,3,0.3791815,88.162
2009,8,4,0.597367,123.6823
2009,8,5,0.7853712,148.9382
2009,8,6,0.741994,143.1795
2009,8,7,0.8635825,157.6375
2009,9,0,0.8621582,156.9289
2009,9,1,0.6537521,131.1515
2009,9,2,0.5144019,110.413
2009,9,3,0.4541707,100.0292
2009,9,4,0.5555026,115.0242
2009,9,5,0.7420208,139.3145
2009,9,6,0.807746,147.3635
2009,9,7,0.8525421,152.7771
2009,10,0,1.06196,173.0757
2009,10,1,1.118988,178.3558
2009,10,2,0.9171714,160.9908
2009,10,3,0.8296316,151.7326
2009,10,4,0.7441385,141.2187
2009,10,5,0.8678731,155.1109
2009,10,6,1.16166,182.3573
2009,10,7,1.403599,200.3442
2009,11,0,1.368979,198.9785
2009,11,1,1.17562,185.5735
2009,11,2,0.9586276,166.7167
2009,11,3,1.00169,170.2311
2009,11,4,1.390798,201.3142
2009,11,5,1.589877,213.8877
2009,11,6,1.974441,230.5826
2009,11,7,1.402332,203.1388
2009,12,0,1.609708,214.1301
2009,12,1,1.36624,200.1263
2009,12,2,1.062349,176.8002
2009,12,3,1.247851,191.6229
2009,12,4,1.484644,206.8594
2009,12,5,1.699151,218.0438
2009,12,6,1.819236,222.8421
2009,12,7,1.992177,229.7992
2009,13,0,1.731494,219.0835
2009,13,1,1.284587,192.6373
2009,13,2,0.887165,158.0344
2009,13,3,0.4582706,102.1997
2009,13,4,0.5446174,115.7555
2009,13,5,0.7213423,139.8301
2009,13,6,0.977494,168.7163
2009,13,7,1.062006,176.3241
2009,14,0,1.226843,189.976
2009,14,1,1.170407,186.1907
2009,14,2,1.089398,179.5578
2009,14,3,1.040412,174.3277
2009,14,4,1.080821,177.6271
2009,14,5,1.122406,181.1284
2009,14,6,1.335382,197.5684
2009,14,7,1.473131,206.7323
2009,15,0,1.420604,204.49
2009,15,1,1.179656,187.878
