####################################################################################################
# Month: 01Jan                                                                                     #
# Station: HCO                                                                                     #
# Columns are: year    day     segment         RH (percent)                                        #
####################################################################################################
year,day,segment,RH
9,1,0,0.886796
9,1,1,0.881703
9,1,2,0.914812
9,1,3,0.933138
9,1,4,0.890704
9,1,5,0.810793
9,1,6,0.750256
9,1,7,0.700094
9,2,0,0.37227
9,2,1,0.226969
9,2,2,0.229476
9,2,3,0.172567
9,2,4,0.139948
9,2,5,0.256474
9,2,6,0.770551
9,2,7,0.919726
9,3,0,0.815793
9,3,1,0.717858
9,3,2,0.766823
9,3,3,0.884786
9,3,4,0.721777
9,3,5,0.852366
9,3,6,0.71813
9,3,7,0.69169
9,4,0,0.686747
9,4,1,0.717236
9,4,2,0.791395
9,4,3,0.756778
9,4,4,0.695303
9,4,5,0.712272
9,4,6,0.716652
9,4,7,0.620359
9,5,0,0.571075
9,5,1,0.565405
9,5,2,0.533851
9,5,3,0.538903
9,5,4,0.874085
9,5,5,0.780174
9,5,6,0.666939
9,5,7,0.791648
9,6,0,0.705375
9,6,1,0.599368
9,6,2,0.607482
9,6,3,0.520986
9,6,4,0.472865
9,6,5,0.557085
9,6,6,0.616542
9,6,7,0.612943
9,7,0,0.555136
9,7,1,0.65264
9,7,2,0.870113
9,7,3,0.949136
9,7,4,0.97278
9,7,5,0.962605
9,7,6,0.976994
9,7,7,0.983834
9,8,0,0.997776
9,8,1,0.991926
9,8,2,0.953801
9,8,3,0.863618
9,8,4,0.873761
9,8,5,0.834127
9,8,6,0.842969
9,8,7,0.824718
9,9,0,0.807924
9,9,1,0.831057
9,9,2,0.782257
9,9,3,0.782991
9,9,4,0.79812
9,9,5,0.797372
9,9,6,0.878479
9,9,7,0.837509
9,10,0,0.767481
9,10,1,0.637317
9,10,2,0.583235
9,10,3,0.520937
9,10,4,0.467116
9,10,5,0.488286
9,10,6,0.590589
9,10,7,0.565174
9,11,0,0.576477
9,11,1,0.871155
9,11,2,1.216315
9,11,3,0.990147
