####################################################################################################
# Month: 03Mar                                                                                     #
# Station: CAS                                                                                     #
# Columns are: year    day     RH (percent)                                                        #
####################################################################################################
year,day,RH
9,1,0.94128762
9,2,0.90411212
9,3,0.8192555
9,4,0.7023725
9,5,0.81715
9,6,0.97846175
9,7,0.9027035
9,8,0.83325188
9,9,0.87720312
9,10,0.8517585
9,11,0.87371975
9,12,0.8262715
9,13,0.98330112
9,14,0.97971662
9,15,0.54842587
9,16,0.93516112
9,17,0.98022125
9,18,0.81328412
9,19,0.86482612
9,20,0.83186012
9,21,0.87652662
9,22,0.78946125
9,23,0.8425975
9,24,0.78327225
9,25,0.86016388
9,26,0.8931085
9,27,0.76238025
9,28,0.85130775
9,29,0.98105888
9,30,0.914625
9,31,0.97394938
