####################################################################################################
# Month: 04Apr                                                                                     #
# Station: WF                                                                                      #
# Frequency: 230 GHz                                                                               #
# Columns are: year    day     segment         tau     Tb (K)                                      #
####################################################################################################
year,day,segment,tau,Tb
2009,1,0,0.7078683,140.6136
2009,1,1,0.6499118,132.5375
2009,1,2,0.6150961,126.9604
2009,1,3,0.6171151,126.7776
2009,1,4,0.5935496,127.0296
2009,1,5,1.048536,183.0583
2009,1,6,1.256692,192.6693
2009,1,7,1.384698,202.3749
2009,2,0,1.258088,193.8045
2009,2,1,1.184943,189.2473
2009,2,2,1.854175,230.9543
2009,2,3,1.610051,219.6389
2009,2,4,1.165283,189.3801
2009,2,5,1.199992,191.8983
2009,2,6,1.308278,200.5561
2009,2,7,1.653635,222.9295
2009,3,0,1.462443,212.5938
2009,3,1,1.499638,215.8232
2009,3,2,1.729163,228.6043
2009,3,3,1.540935,218.7155
2009,3,4,1.431207,210.7587
2009,3,5,2.633658,257.3526
2009,3,6,2.776852,260.7646
2009,3,7,2.932933,264.0621
2009,4,0,2.580625,258.0706
2009,4,1,2.185649,248.6023
2009,4,2,2.10527,245.1978
2009,4,3,1.198108,193.5472
2009,4,4,0.8049771,152.9706
2009,4,5,0.8560355,158.6536
2009,4,6,0.9025869,162.9316
2009,4,7,1.067949,177.9135
2009,5,0,0.9568215,166.8469
2009,5,1,0.8839608,159.4615
2009,5,2,0.8999249,160.9487
2009,5,3,0.9417114,164.7083
2009,5,4,0.7585187,144.4342
2009,5,5,0.8409998,155.3334
2009,5,6,0.9289086,166.1162
2009,5,7,0.8789967,161.4917
2009,6,0,0.8183253,154.4417
2009,6,1,0.8403318,156.4831
2009,6,2,0.8011135,151.4109
2009,6,3,0.8407154,155.7747
2009,6,4,0.8983884,162.0026
2009,6,5,1.020125,175.0743
2009,6,6,1.261662,195.5186
2009,6,7,2.222757,244.6515
2009,7,0,2.022234,240.3935
2009,7,1,2.628692,258.0424
2009,7,2,1.103319,185.0766
2009,7,3,1.080578,180.3608
2009,7,4,1.200974,188.9751
2009,7,5,1.085328,179.9222
2009,7,6,0.9203702,163.778
2009,7,7,0.7617709,144.7089
2009,8,0,0.6578304,130.2122
2009,8,1,0.5981485,120.9703
2009,8,2,0.6199375,123.7394
2009,8,3,0.5860621,119.3095
2009,8,4,0.5186651,109.7395
2009,8,5,0.5399443,113.4221
2009,8,6,0.5338543,112.5951
2009,8,7,0.6276905,125.9922
2009,9,0,0.6432893,127.9109
2009,9,1,0.6405088,127.3102
2009,9,2,0.5764474,118.2199
2009,9,3,0.4971669,106.3191
2009,9,4,0.4762571,103.0791
2009,9,5,0.6273724,126.38
2009,9,6,0.6135618,125.2916
2009,9,7,0.612958,125.4499
2009,10,0,0.5563606,116.9869
2009,10,1,0.5045681,108.5928
2009,10,2,0.4703653,102.7603
2009,10,3,0.5232029,110.6622
2009,10,4,0.5059138,108.3732
2009,10,5,0.5630254,118.1031
2009,10,6,0.5925743,123.4985
2009,10,7,0.711899,140.4343
2009,11,0,0.9897902,171.5508
2009,11,1,1.381856,203.1371
2009,11,2,1.524497,212.1717
2009,11,3,1.513179,211.252
2009,11,4,1.665711,220.3544
2009,11,5,2.14252,239.1735
2009,11,6,1.429212,205.0179
2009,11,7,1.07051,177.5042
2009,12,0,0.8880024,159.8109
2009,12,1,0.6084783,124.5652
2009,12,2,0.4859182,105.436
2009,12,3,0.4347124,96.22541
2009,12,4,0.4279667,94.19602
2009,12,5,0.440285,96.16852
2009,12,6,0.4204718,92.78881
2009,12,7,0.4409225,96.03348
2009,13,0,0.4508955,97.65464
2009,13,1,0.4784008,102.3076
2009,13,2,0.4814501,103.1362
2009,13,3,0.4890995,104.5091
2009,13,4,0.4733662,102.1399
2009,13,5,0.4919854,106.1446
2009,13,6,0.4757736,104.7337
2009,13,7,0.502585,109.6338
2009,14,0,0.4724642,104.4962
2009,14,1,0.4557155,101.3322
2009,14,2,0.4763633,104.1325
2009,14,3,0.4635025,101.5748
2009,14,4,0.4032361,91.64886
2009,14,5,0.3883944,89.60195
2009,14,6,0.4105125,93.84844
2009,14,7,0.4649705,103.5627
2009,15,0,0.4340839,98.52154
2009,15,1,0.3570215,84.58795
2009,15,2,0.2946857,72.51158
2009,15,3,0.2841814,70.33922
2009,15,4,0.2797239,69.39924
2009,15,5,0.3976095,91.8343
2009,15,6,0.4518606,101.5054
2009,15,7,0.5230208,113.3359
2009,16,0,0.4681918,104.448
2009,16,1,0.410336,94.23868
2009,16,2,0.461509,102.1874
2009,16,3,0.4894623,106.3565
2009,16,4,0.4561439,100.4803
2009,16,5,0.4772761,103.6282
2009,16,6,0.4509098,99.97916
2009,16,7,0.4489757,100.7262
2009,17,0,0.4153419,95.0136
2009,17,1,0.4772646,104.8964
2009,17,2,0.4636451,102.3291
2009,17,3,0.4341704,96.95223
2009,17,4,0.411033,93.76092
2009,17,5,0.5346928,114.7336
2009,17,6,0.7348196,143.3945
2009,17,7,0.910857,164.7313
2009,18,0,0.9498349,169.1054
2009,18,1,0.7769913,149.9514
2009,18,2,0.9868887,173.5719
2009,18,3,1.079328,181.3851
2009,18,4,1.078587,180.9872
2009,18,5,1.2262,193.8215
