####################################################################################################
# Month: 03Mar                                                                                     #
# Station: WF                                                                                      #
# Columns are: year    day     segment         RH (percent)                                        #
####################################################################################################
year,day,segment,RH
9,1,0,0.372436
9,1,1,0.285319
9,1,2,0.473953
9,1,3,0.576262
9,1,4,0.719614
9,1,5,0.905825
9,1,6,0.915994
9,1,7,0.932815
9,2,0,0.803879
9,2,1,0.704279
9,2,2,0.799148
9,2,3,0.880343
9,2,4,0.95587
9,2,5,0.980431
9,2,6,0.988805
9,2,7,0.975802
9,3,0,0.888707
9,3,1,0.874882
9,3,2,0.828526
9,3,3,0.846827
9,3,4,0.876159
9,3,5,0.978073
9,3,6,0.887666
9,3,7,0.786369
9,4,0,0.668968
9,4,1,0.656669
9,4,2,0.663981
9,4,3,0.612129
9,4,4,0.546153
9,4,5,0.717263
9,4,6,0.723858
9,4,7,0.649196
9,5,0,0.603458
9,5,1,0.60478
9,5,2,0.625422
9,5,3,0.524788
9,5,4,0.377285
9,5,5,0.31941
9,5,6,0.517638
9,5,7,0.565835
9,6,0,0.528353
9,6,1,0.523217
9,6,2,0.456359
9,6,3,0.54183
9,6,4,0.806285
9,6,5,0.537246
9,6,6,0.795479
9,6,7,0.753687
9,7,0,0.691435
9,7,1,0.709504
9,7,2,0.558486
9,7,3,0.667172
9,7,4,0.641941
9,7,5,0.636761
9,7,6,0.668611
9,7,7,0.591396
9,8,0,0.511966
9,8,1,0.706755
9,8,2,0.907706
9,8,3,0.968836
9,8,4,0.850057
9,8,5,0.765162
9,8,6,0.682876
9,8,7,0.695176
9,9,0,0.665573
9,9,1,0.369219
9,9,2,0.309423
9,9,3,0.529299
9,9,4,0.903222
9,9,5,0.973439
9,9,6,0.989906
9,9,7,0.941945
9,10,0,0.665837
9,10,1,0.751044
9,10,2,0.727203
9,10,3,0.607351
9,10,4,0.535062
9,10,5,0.633325
9,10,6,0.692209
9,10,7,0.663903
9,11,0,0.67171
9,11,1,0.593421
9,11,2,0.47003
9,11,3,0.726695
9,11,4,0.928872
9,11,5,0.968128
9,11,6,0.991893
9,11,7,0.952361
9,12,0,0.693375
9,12,1,0.709862
9,12,2,0.729725
9,12,3,0.717695
9,12,4,0.795225
9,12,5,0.751484
9,12,6,0.6627
9,12,7,0.652797
9,13,0,0.60898
9,13,1,0.591034
9,13,2,0.540168
9,13,3,0.480105
9,13,4,0.45884
9,13,5,0.568634
9,13,6,0.52012
9,13,7,0.576511
9,14,0,0.593879
9,14,1,0.5802
9,14,2,0.544675
9,14,3,0.486281
9,14,4,0.413186
9,14,5,0.416345
9,14,6,0.477066
9,14,7,0.506683
9,15,0,0.468824
9,15,1,0.424878
9,15,2,0.409507
9,15,3,0.365439
9,15,4,0.347785
9,15,5,0.429872
9,15,6,0.527976
9,15,7,0.498994
9,16,0,0.426722
9,16,1,0.403483
9,16,2,0.50562
9,16,3,0.63251
9,16,4,0.779779
9,16,5,0.840548
9,16,6,0.860066
9,16,7,0.851784
